published_doi,biorxiv_doi,published_doi,preprint_title,preprint_category,preprint_date,published_date,published_citation_count,days_to_publish,pub_prefix,pub_name,journal
10.1016/j.neuropharm.2018.06.026,10.1101/210369,10.1016/j.neuropharm.2018.06.026,Prophylactic vaccination protects against the development of oxycodone addiction,neuroscience,2017-10-27,2018-06-22,1,238.0,10.1016,Elsevier,Neuropharmacology
10.1093/cercor/bhy123,10.1101/213041,10.1093/cercor/bhy123,Controlling for Intra-Subject and Inter-Subject Variability in Individual-Specific Cortical Network Parcellations,neuroscience,2017-11-02,2018-06-06,0,216.0,10.1093,Oxford University Press,Cerebral Cortex
10.1523/jneurosci.3049-17.2018,10.1101/215806,10.1523/JNEUROSCI.3049-17.2018,The medial temporal lobe organizes memory across time and space: Causal evidence from brain stimulation,neuroscience,2017-11-07,2018-05-09,4,183.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/eneuro.0443-17.2018,10.1101/230078,10.1523/ENEURO.0443-17.2018,Top-down sharpening of hierarchical visual feature representations,neuroscience,2017-12-07,2018-05-08,4,152.0,10.1523,Society for Neuroscience,eneuro
10.1073/pnas.1720648115,10.1101/233494,10.1073/pnas.1720648115,Ultrafast glutamate sensors resolve synaptic short-term plasticity,neuroscience,2017-12-13,2018-05-07,7,145.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1038/s41467-018-04387-2,10.1101/231738,10.1038/s41467-018-04387-2,Trait-level paranoia shapes inter-subject synchrony in brain activity during an ambiguous social narrative,neuroscience,2017-12-13,2018-05-23,2,161.0,10.1038,Nature Publishing Group,Nature Communications
10.1523/jneurosci.1266-18.2018,10.1101/235614,10.1523/jneurosci.1266-18.2018,S1PR3 mediates inflammatory pain and itch via distinct TRP channel-dependent pathways,neuroscience,2017-12-16,2018-08-06,3,233.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1523/eneuro.0170-18.2018,10.1101/238865,10.1523/ENEURO.0170-18.2018,Individual differences in motor noise and adaptation rate are optimally related,neuroscience,2017-12-28,2018-07-31,0,215.0,10.1523,Society for Neuroscience,eneuro
10.3389/fnsys.2018.00018,10.1101/243469,10.3389/fnsys.2018.00018,Open source toolkit for temporally controlled rodent behavior suitable for electrophysiology and optogenetic manipulations,neuroscience,2018-01-05,2018-05-15,1,130.0,10.3389,Frontiers Media SA,Frontiers in Systems Neuroscience
10.1038/s41598-018-30601-8,10.1101/189811,10.1038/s41598-018-30601-8,Three-stage processing of category information by interactive mechanisms of peri-occipital and peri-frontal cortices,neuroscience,2018-01-10,2018-08-15,1,217.0,10.1038,Nature Publishing Group,Scientific Reports
10.1523/eneuro.0069-18.2018,10.1101/249409,10.1523/ENEURO.0069-18.2018,Facilitated event-related power-modulations during transcranial alternating current stimulation (tACS) revealed by concurrent tACS-MEG,neuroscience,2018-01-22,2018-07-25,1,184.0,10.1523,Society for Neuroscience,eneuro
10.1371/journal.pcbi.1006283,10.1101/252791,10.1371/journal.pcbi.1006283,A novel distance measure for the unsupervised clustering of temporal patterns in high-dimensional neuronal ensembles,neuroscience,2018-01-24,2018-07-06,1,163.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1152/jn.00088.2018,10.1101/259457,10.1152/jn.00088.2018,Local Cortical Activity Of Distant Brain Areas Can Time-Lock To The Respiratory Rhythm In The Freely Behaving Rat,neuroscience,2018-02-04,2018-05-16,0,101.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1186/s13041-018-0369-4,10.1101/260901,10.1186/s13041-018-0369-4,Naked mole-rat brain neurons have reduced ASIC-mediated currents and are resistant to acid-induced cell death,neuroscience,2018-02-06,2018-05-09,1,92.0,10.1186,Springer (Biomed Central Ltd.),Molecular Brain
10.1016/j.neuroimage.2018.06.023,10.1101/261255,10.1016/j.neuroimage.2018.06.023,Learning multiple concurrent higher-order visual sequences in human primary visual cortex,neuroscience,2018-02-08,2018-10-01,1,235.0,10.1016,Elsevier,NeuroImage
10.1038/s41467-018-04592-z,10.1101/262451,10.1038/s41467-018-04592-z,Spatio-temporal relays control layer specificity of motion-direction sensitive neurons in Drosophila,neuroscience,2018-02-10,2018-06-12,4,122.0,10.1038,Nature Publishing Group,Nature Communications
10.3389/fimmu.2018.01666,10.1101/267757,10.3389/fimmu.2018.01666,Dynamic interplay of innate and adaptive immunity during sterile retinal inflammation: Insights from the transcriptome,neuroscience,2018-02-24,2018-07-18,0,144.0,10.3389,Frontiers Media SA,Frontiers in Immunology
10.1002/brb3.1071,10.1101/271924,10.1002/brb3.1071,"Most calbindin-immunoreactive neurons, but few calretinin-immunoreactive neurons, express the m1 acetylcholine receptor in the middle temporal visual area of the macaque monkey",neuroscience,2018-02-27,2018-08-09,0,163.0,10.1002,Wiley Blackwell (John Wiley & Sons),Brain and Behavior
10.1016/j.cub.2018.05.015,10.1101/276394,10.1016/j.cub.2018.05.015,The marked diversity of unique cortical enhancers enables the generation of neuron-specific tools by Enhancer-Driven Gene Expression (EDGE),neuroscience,2018-03-05,2018-07-09,2,126.0,10.1016,Elsevier,Current Biology
10.1039/c8cp02593b,10.1101/282665,10.1039/c8cp02593b,Electrical transient laws in neuronal microdomains based on electro-diffusion,neuroscience,2018-03-14,2018-08-03,0,142.0,10.1039,The Royal Society of Chemistry,Physical Chemistry Chemical Physics
10.1016/j.celrep.2018.07.024,10.1101/283473,10.1016/j.celrep.2018.07.024,Protocadherin-mediated cell repulsion controls the central topography and efferent projections of the abducens nucleus,neuroscience,2018-03-16,2018-08-07,0,144.0,10.1016,Elsevier,Cell Reports
10.1016/j.celrep.2018.07.011,10.1101/284026,10.1016/j.celrep.2018.07.011,Voltage- and Branch-specific Climbing Fiber Responses in Purkinje Cells,neuroscience,2018-03-17,2018-08-07,0,143.0,10.1016,Elsevier,Cell Reports
10.1007/s00213-018-4983-8,10.1101/282293,10.1007/s00213-018-4983-8,Modulation of naturalistic maladaptive memories using behavioural and pharmacological reconsolidation-interfering strategies: A systematic review and meta-analysis of clinical and ‘sub-clinical’ studies,neuroscience,2018-03-27,2018-08-08,1,134.0,10.1007,Springer-Verlag,Psychopharmacology
10.1007/s00221-018-5352-x,10.1101/314849,10.1007/s00221-018-5352-x,Rapid olfactory discrimination learning in adult zebrafish,neuroscience,2018-05-04,2018-08-07,0,95.0,10.1007,Springer-Verlag,Experimental Brain Research
10.1371/journal.pone.0197837,10.1101/320812,10.1371/journal.pone.0197837,A three dimensional multiplane kinematic model for bilateral hind limb gait analysis in cats,neuroscience,2018-05-11,2018-08-06,0,87.0,10.1371,Public Library of Science,PLOS ONE
10.3390/vision2030032,10.1101/320606,10.3390/vision2030032,Apparent Motion Perception in the Praying Mantis: Psychophysics and Modelling,neuroscience,2018-05-11,2018-08-10,0,91.0,10.3390,10.3390,Vision
10.1111/jsr.12754,10.1101/323667,10.1111/jsr.12754,The effect of dream report collection and dream incorporation on memory consolidation during sleep,neuroscience,2018-05-17,2018-08-08,0,83.0,10.1111,10.1111,Journal of Sleep Research
10.1523/jneurosci.3327-17.2018,10.1101/329391,10.1523/jneurosci.3327-17.2018,Accounting for taste: A multi-attribute neurocomputational model explains the neural dynamics of choices for self and others,neuroscience,2018-05-25,2018-08-03,1,70.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.7554/elife.38506,10.1101/331165,10.7554/elife.38506,Targeting light-gated chloride channels to neuronal somatodendritic domain reduces their excitatory effect in the axon,neuroscience,2018-05-25,2018-08-09,1,76.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1523/jneurosci.1422-18.2018,10.1101/331694,10.1523/jneurosci.1422-18.2018,Behavioral effect of chemogenetic inhibition is directly related to receptor transduction levels in rhesus monkeys,neuroscience,2018-05-25,2018-08-06,1,73.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1371/journal.pcbi.1006357,10.1101/364729,10.1371/journal.pcbi.1006357,Flexible resonance in prefrontal networks with strong feedback inhibition,neuroscience,2018-07-07,2018-08-09,2,33.0,10.1371,Public Library of Science,PLOS Computational Biology
10.3390/proteomes6030031,10.1101/368910,10.3390/proteomes6030031,Regional diversity in the postsynaptic proteome of the mouse brain,neuroscience,2018-07-13,2018-08-01,4,19.0,10.3390,10.3390,Proteomes
10.1016/j.dcn.2018.06.004,10.1101/261347,10.1016/j.dcn.2018.06.004,Emergence of Human Amygdala Functional Networks: 3 Months to 5 Years of Age,neuroscience,2018-02-07,2018-07-21,2,164.0,10.1016,Elsevier,Developmental Cognitive Neuroscience
10.1038/s41467-018-05302-5,10.1101/171645,10.1038/s41467-018-05302-5,Spatial vision by macaque midbrain,neuroscience,2017-08-02,2018-07-20,1,352.0,10.1038,Nature Publishing Group,Nature Communications
10.26508/lsa.201800094,10.1101/196535,10.26508/lsa.201800094,JIP2 haploinsufficiency contributes to neurodevelopmental abnormalities in human pluripotent stem cell-derived neural progenitors and cortical neurons.,neuroscience,2017-09-30,2018-06-25,0,268.0,10.26508,10.26508,Life Science Alliance
10.1162/netn_a_00020,10.1101/115485,10.1162/NETN_a_00020,"Dynamical networks: finding, measuring, and tracking neural population activity using network theory",neuroscience,2017-03-10,2017-12-01,0,266.0,10.1162,10.1162,Network Neuroscience
10.1098/rsos.171177,10.1101/168302,10.1098/rsos.171177,"Mapping Movement, Mood, Motivation, and Mentation in the Subthalamic Nucleus",neuroscience,2017-07-27,2018-07-18,0,356.0,10.1098,The Royal Society,Royal Society Open Science
10.1371/journal.pbio.2003805,10.1101/171660,10.1371/journal.pbio.2003805,Serial representation of items during working memory maintenance at letter-selective cortical sites,neuroscience,2017-08-02,2018-08-15,0,378.0,10.1371,Public Library of Science,PLOS Biology
10.1523/eneuro.0056-17.2018,10.1101/186239,10.1523/ENEURO.0056-17.2018,Increased axonal bouton stability during learning in the mouse model of MECP2 duplication syndrome,neuroscience,2017-09-08,2018-08-10,1,336.0,10.1523,Society for Neuroscience,eneuro
10.1016/j.cub.2018.06.009,10.1101/188870,10.1016/j.cub.2018.06.009,Global determinants of navigation ability,neuroscience,2017-09-14,2018-08-07,3,327.0,10.1016,Elsevier,Current Biology
10.1016/j.nlm.2018.08.007,10.1101/196964,10.1016/j.nlm.2018.08.007,Competitive learning modulates memory consolidation during sleep.,neuroscience,2017-10-02,2018-08-06,1,308.0,10.1016,Elsevier,Neurobiology of Learning and Memory
10.1016/j.neuroimage.2018.08.006,10.1101/209726,10.1016/j.neuroimage.2018.08.006,Multi-modal brain fingerprinting: a manifold approximation based framework,neuroscience,2017-10-27,2018-08-09,0,286.0,10.1016,Elsevier,NeuroImage
10.1038/s41467-018-05859-1,10.1101/234575,10.1038/s41467-018-05859-1,Brain and psychological determinants of placebo pill response in chronic pain patients,neuroscience,2017-12-15,2018-09-12,2,271.0,10.1038,Nature Publishing Group,Nature Communications
10.1364/josaa.35.001180,10.1101/241323,10.1364/JOSAA.35.001180,Binocular System with Asymmetric Eyes,neuroscience,2017-12-31,2018-07-01,0,182.0,10.1364,Optical Society of America,Journal of the Optical Society of America A
10.1186/s13059-018-1493-2,10.1101/237347,10.1186/s13059-018-1493-2,Cell type-specific CLIP reveals that NOVA regulates cytoskeleton interactions in motoneurons,neuroscience,2018-01-07,2018-08-15,1,220.0,10.1186,Springer (Biomed Central Ltd.),Genome Biology
10.1098/rstb.2017.0284,10.1101/257865,10.1098/rstb.2017.0284,A distributed brain network predicts general intelligence from resting-state human neuroimaging data,neuroscience,2018-01-31,2018-08-13,3,194.0,10.1098,The Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences
10.1038/s41598-018-31101-5,10.1101/257022,10.1038/s41598-018-31101-5,KLF6 activates complementary gene modules relevant to axon growth and promotes corticospinal tract regeneration after spinal injury,neuroscience,2018-01-31,2018-08-22,0,203.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.35450,10.1101/261578,10.7554/eLife.35450,Extinction recall of fear memories formed before stress is not affected despite amygdalar hyperactivity,neuroscience,2018-02-07,2018-08-13,0,187.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1038/s41598-018-30722-0,10.1101/258434,10.1038/s41598-018-30722-0,A nonlinear updating algorithm captures suboptimal inference in the presence of signal-dependent noise,neuroscience,2018-02-07,2018-08-22,0,196.0,10.1038,Nature Publishing Group,Scientific Reports
10.3389/fpsyt.2018.00328,10.1101/268169,10.3389/fpsyt.2018.00328,"Borderline personality disorder with cocaine dependence: impulsivity, emotional dysregulation and amygdala functional connectivity",neuroscience,2018-02-20,2018-07-31,0,161.0,10.3389,Frontiers Media SA,Frontiers in Psychiatry
10.1371/journal.pcbi.1006320,10.1101/269340,10.1371/journal.pcbi.1006320,Integration and multiplexing of positional and contextual information by the hippocampal network,neuroscience,2018-02-22,2018-08-14,0,173.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1016/j.neuroimage.2018.08.027,10.1101/290106,10.1016/j.neuroimage.2018.08.027,Processing of Auditory Novelty Across the Cortical Hierarchy: An Intracranial Electrophysiology Study,neuroscience,2018-03-27,2018-08-13,1,139.0,10.1016,Elsevier,NeuroImage
10.1152/jn.00906.2017,10.1101/294280,10.1152/jn.00906.2017,Neuronal population mechanisms of lightness perception,neuroscience,2018-04-03,2018-08-15,0,134.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1016/j.cell.2018.06.021,10.1101/294918,10.1016/j.cell.2018.06.021,Molecular architecture of the mouse nervous system,neuroscience,2018-04-05,2018-08-09,30,126.0,10.1016,Elsevier,Cell
10.1016/j.neuroimage.2018.08.029,10.1101/296012,10.1016/j.neuroimage.2018.08.029,Reliable individual differences in fine-grained cortical functional architecture,neuroscience,2018-04-06,2018-08-14,0,130.0,10.1016,Elsevier,NeuroImage
10.3389/fnmol.2018.00282,10.1101/286732,10.3389/fnmol.2018.00282,Targeted Reactivation of FMR1 Transcription in Fragile X Syndrome Embryonic Stem Cells,neuroscience,2018-04-07,2018-08-15,2,130.0,10.3389,Frontiers Media SA,Frontiers in Molecular Neuroscience
10.1016/j.neuroimage.2018.08.014,10.1101/302323,10.1016/j.neuroimage.2018.08.014,3D Functional Ultrasound Imaging of Pigeons,neuroscience,2018-04-18,2018-08-14,1,118.0,10.1016,Elsevier,NeuroImage
10.7554/elife.37241,10.1101/303719,10.7554/elife.37241,Stimulus vignetting and orientation selectivity in human visual cortex,neuroscience,2018-04-18,2018-08-14,0,118.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.parkreldis.2018.07.018,10.1101/306522,10.1016/j.parkreldis.2018.07.018,Field synopsis and systematic meta-analyses of genetic association studies in isolated dystonia,neuroscience,2018-04-23,2018-07-27,2,95.0,10.1016,Elsevier,Parkinsonism & Related Disorders
10.3389/fnins.2018.00512,10.1101/307256,10.3389/fnins.2018.00512,Oxytocin enhancement of emotional empathy: generalization across cultures and effects on amygdala activity,neuroscience,2018-04-26,2018-07-31,0,96.0,10.3389,Frontiers Media SA,Frontiers in Neuroscience
10.1371/journal.pgen.1007560,10.1101/316109,10.1371/journal.pgen.1007560,Combinations of DIPs and Dprs control organization of olfactory receptor neuron terminals in Drosophila,neuroscience,2018-05-07,2018-08-13,3,98.0,10.1371,Public Library of Science,PLOS Genetics
10.1037/abn0000366,10.1101/319095,10.1037/abn0000366,The Valuation of Social Rewards in Schizophrenia,neuroscience,2018-05-15,2018-08-06,0,83.0,10.1037,American Psychological Association,Journal of Abnormal Psychology
10.1016/j.jneumeth.2018.08.001,10.1101/326066,10.1016/j.jneumeth.2018.08.001,SEREEGA: Simulating Event-Related EEG Activity,neuroscience,2018-05-18,2018-08-13,0,87.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1152/jn.00356.2018,10.1101/334003,10.1152/jn.00356.2018,Optogenetic manipulation of medullary neurons in the locust optic lobe,neuroscience,2018-05-30,2018-08-15,0,77.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.7554/elife.38976,10.1101/340802,10.7554/eLife.38976,FluoEM: Virtual labeling of axons in 3-dimensional electron microscopy data for long-range connectomics,neuroscience,2018-06-07,2018-08-14,2,68.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
